"","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","member","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimSRS","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","name","id","type_new","decade"
"3241","http://www.vertnet.org/resources/norms.html","California","Modoc County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"24596","Mammalia",359,"14 mi E Alturas, California, Modoc County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,3606.54,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",6,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,158,NA,"1916-06-05T22:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",1145813570,"Erethizon","Erethizon",2437593,"WGS84",NA,"Nitin Bhasin","2002-07-24 00:00:00.0","MaNIS georeferencing guidelines",NA,"Terrain Navigator 3.02 USGS 1:24000","unverified",NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;","North America, United States, California, Modoc County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:24596?seid=899468",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145813570,"Animalia",1,"en","2016-05-26T02:11:40.056+0000","2016-05-26T02:14:03.467+0000","2016-05-26T02:11:40.188+0000",41.5594997116106,NA,NA,NA,NA,NA,NA,NA,"14 mi E Alturas","Nitin Bhasin",NA,NA,-120.317851567242,NA,NA,NA,6,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:24596?seid=899468","MR ESTES FOR STATE ANTI-RABIES CAMPAIGN",NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:24596",NA,NA,NA,"Chordata",44,"skull","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Estés",NA,"http://arctos.database.museum/guid/MVZ:Mamm:24596",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,"FEMALE","GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"6 Jun 1916","14 mi E Alturas",NA,NA,NA,NA,1916,"2016-06-16","California","GBIF48","specimen","1910s"
"3779",NA,"California","Siskiyou Co.",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"640","Mammalia",359,"Gazelle, California, Siskiyou Co., United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"6ce7290f-47f6-4046-8356-371f5b6749df",NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1912-12-10T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",583446157,"Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,"MaNIS georeferencing guidelines",NA,NA,"unverified",NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae","North America; USA; California; Siskiyou Co.",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:CAS:MAM:640",NA,NA,"epixanthus","CAS",NA,NA,NA,"US",583446157,"Animalia",1,"en","2016-06-06T17:57:13.448+0000","2016-04-17T09:42:31.028+0000","2016-03-29T19:22:43.579+0000",41.5210112323379,NA,NA,NA,NA,NA,NA,NA,"Gazelle",NA,NA,NA,-122.520333782903,NA,NA,NA,12,NA,NA,"urn:catalog:CAS:MAM:640",NA,NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"SK; SN",NA,"DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","J. V. Sissel",NA,NA,NA,NA,NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,NA,"GBIF","Erethizon dorsatus",6066824,"dorsatus",346,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"11 Dec 1912",NA,NA,NA,NA,NA,1912,"2016-06-16","California","GBIF49","specimen","1910s"
"3804","http://www.vertnet.org/resources/norms.html","California","Sierra County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"12642","Mammalia",359,"Webber Lake, near Independence Lake, California, Sierra County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,687.19,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",21,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,202,NA,"1910-07-20T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",1145694756,"Erethizon","Erethizon",2437593,"WGS84",NA,"Kristina Yamamoto","2002-05-13 00:00:00.0","MaNIS georeferencing guidelines",NA,"Terrain Navigator 3.02 USGS 1:24000","unverified",NA,"Animalia Chordata Mammalia Rodentia Erethizontidae","North America, United States, California, Sierra County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:12642?seid=527167",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145694756,"Animalia",1,"en","2016-05-26T02:10:27.043+0000","2016-05-26T02:11:00.676+0000","2016-05-26T02:10:27.272+0000",39.4860130051757,NA,NA,NA,NA,NA,NA,NA,"Webber Lake, near Independence Lake","Kristina Yamamoto",NA,NA,-120.413024255693,NA,NA,NA,7,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:12642?seid=527167",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:12642","collector number=1061",NA,NA,"Chordata",44,"skull; study skin","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Louise Kellogg","1061","http://arctos.database.museum/guid/MVZ:Mamm:12642",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,"FEMALE","GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"21 Jul 1910","Weber Lake, near Independence Lake",NA,NA,NA,NA,1910,"2016-06-16","California","GBIF50","specimen","1910s"
"4463","http://www.vertnet.org/resources/norms.html","California","Plumas County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"40995","Mammalia",359,"Mt. NE from Belden, near Virgilia, California, Plumas County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,4828.03,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",NA,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,1188.72,0,NA,NA,NA,NA,NA,"1928-08-01/1928-08-31","Erethizontidae",5498,NA,NA,NA,NA,"United States",1145831745,"Erethizon","Erethizon",2437593,"WGS84",NA,"Matt Krebs","2001-06-06 00:00:00.0","not recorded",NA,"Terrain Navigator 3.02 USGS 1:24000","unverified",NA,"Animalia Chordata Mammalia Rodentia Erethizontidae","North America, United States, California, Plumas County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:40995?seid=1301289",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145831745,"Animalia",1,"en","2016-05-26T02:11:51.105+0000","2016-05-26T02:14:26.692+0000","2016-05-26T02:11:52.680+0000",40.0368367106339,NA,NA,NA,NA,NA,NA,NA,"Mt. NE from Belden, near Virgilia","Matt Krebs",NA,NA,-121.186580174013,NA,NA,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:40995?seid=1301289","ELEV G.T. 3900 FT",NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:40995",NA,NA,NA,"Chordata",44,"skull","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): J. M. Little",NA,"http://arctos.database.museum/guid/MVZ:Mamm:40995",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,NA,"GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"August 1928","Mt. NE from Belden, near Virgilia",NA,NA,NA,NA,1928,"2016-06-16","California","GBIF51","specimen","1920s"
"4530","http://www.vertnet.org/resources/norms.html","California","Plumas County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"39888","Mammalia",359,"3.5 mi NW Virgilia, California, Plumas County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,1609.34,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",NA,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1928-07-01/1928-07-31","Erethizontidae",5498,NA,NA,NA,NA,"United States",1145830612,"Erethizon","Erethizon",2437593,"WGS84",NA,"Matt Krebs","2001-06-06 00:00:00.0","not recorded",NA,"Terrain Navigator 3.02 USGS 1:24000","unverified",NA,"Animalia Chordata Mammalia Rodentia Erethizontidae","North America, United States, California, Plumas County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:39888?seid=1509994",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145830612,"Animalia",1,"en","2016-05-26T02:11:50.335+0000","2016-05-26T02:14:25.172+0000","2016-05-26T02:11:52.005+0000",40.1078351864182,NA,NA,NA,NA,NA,NA,NA,"3.5 mi NW Virgilia","Matt Krebs",NA,NA,-121.220701987462,NA,NA,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:39888?seid=1509994",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:39888",NA,NA,NA,"Chordata",44,"skull","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): J. M. Little",NA,"http://arctos.database.museum/guid/MVZ:Mamm:39888",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,NA,"GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"July 1928","3 1/2 mi NW Virgilia",NA,NA,NA,NA,1928,"2016-06-16","California","GBIF52","specimen","1920s"
"4704","http://www.vertnet.org/resources/norms.html","California","Siskiyou County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"67102","Mammalia",359,"1 mi SW Weed, California, Siskiyou County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,2660.25,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",NA,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1933-05-01/1933-05-31","Erethizontidae",5498,NA,NA,NA,NA,"United States",1145860788,"Erethizon","Erethizon",2437593,"WGS84",NA,"Catherine E. Dana","2002-10-07 00:00:00.0","MaNIS georeferencing guidelines",NA,"Terrain Navigator 3.02 USGS 1:24000","unverified",NA,"Animalia Chordata Mammalia Rodentia Erethizontidae","North America, United States, California, Siskiyou County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:67102?seid=944107",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145860788,"Animalia",1,"en","2016-05-26T02:12:08.125+0000","2016-05-26T02:15:00.778+0000","2016-05-26T02:12:08.292+0000",41.4125839500149,NA,NA,NA,NA,NA,NA,NA,"1 mi SW Weed","Catherine E. Dana",NA,NA,-122.395689145693,NA,NA,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:67102?seid=944107",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:67102","collector number=56",NA,NA,"Chordata",44,"skull; study skin","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): David H. Johnson","56","http://arctos.database.museum/guid/MVZ:Mamm:67102",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,"FEMALE","GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"May 1933","1 mi SW Weed",NA,NA,NA,NA,1933,"2016-06-16","California","GBIF53","specimen","1930s"
"4957","http://www.vertnet.org/resources/norms.html","California","Plumas County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"40994","Mammalia",359,"Mt. NE from Belden, near Virgilia, California, Plumas County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,4828.03,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",NA,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,1188.72,0,NA,NA,NA,NA,NA,"1928-08-01/1928-08-31","Erethizontidae",5498,NA,NA,NA,NA,"United States",1145831832,"Erethizon","Erethizon",2437593,"WGS84",NA,"Matt Krebs","2001-06-06 00:00:00.0","not recorded",NA,"Terrain Navigator 3.02 USGS 1:24000","unverified",NA,"Animalia Chordata Mammalia Rodentia Erethizontidae","North America, United States, California, Plumas County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:40994?seid=1731105",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145831832,"Animalia",1,"en","2016-05-26T02:11:51.023+0000","2016-05-26T02:14:26.565+0000","2016-05-26T02:11:52.635+0000",40.0368367106339,NA,NA,NA,NA,NA,NA,NA,"Mt. NE from Belden, near Virgilia","Matt Krebs",NA,NA,-121.186580174013,NA,NA,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:40994?seid=1731105","ELEV G.T. 3900 FT",NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:40994",NA,NA,NA,"Chordata",44,"skull","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): J. M. Little",NA,"http://arctos.database.museum/guid/MVZ:Mamm:40994",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,NA,"GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"August 1928","Mt. NE from Belden, near Virgilia",NA,NA,NA,NA,1928,"2016-06-16","California","GBIF54","specimen","1920s"
"5020","http://vertnet.org/resources/norms.html","California","Siskiyou",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"031532","Mammalia",359,"Mt Hebron, 2 mi S, California, Siskiyou, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34897","NORTH_AMERICA",NA,5990,"United States",NA,NA,NA,"7a25f7aa-03fb-4322-aaeb-66719e1a9527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE",NA,NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",1065369825,"Erethizon","Erethizon",2437593,"WGS84",NA,"Catherine E. Dana (MVZ)",NA,"VertNet Georeferencing Guidelines","Assumed by air","Terrain Navigator 3.02 USGS 1:24,000","requires verification",NA,"Rodentia | Erethizontidae | Erethizon","| United States | California | Siskiyou Co |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"658f4585-f5b9-45c6-8fb3-174d505afc72",NA,NA,NA,"LACM","urn:lsid:biocol.org:col:34802",NA,NA,"US",1065369825,"Animalia",1,"en","2015-04-17T15:59:38.371+0000","2016-04-17T09:42:30.450+0000","2015-04-17T15:59:38.381+0000",41.6766433831748,NA,NA,NA,NA,NA,NA,NA,"Mt Hebron, 2 mi S",NA,NA,NA,-122.01712426469,NA,NA,"2015-04-16T22:00:00.000+0000",NA,NA,"ICZN","658f4585-f5b9-45c6-8fb3-174d505afc72",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","493fe050-055d-11d8-b84f-b8a03c50a862","Wilhelm, T",NA,"http://portal.vertnet.org/o/lacm/mammals?id=031532",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Erethizon dorsata Linnaeus, 1758",NA,NA,"GBIF","Erethizon dorsatus",6066824,"dorsata",NA,NA,7261642,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"914","99 AUG 1959","United States | California | Siskiyou Co | Mt Hebron, 2 mi S",NA,NA,NA,NA,1959,"2016-06-16","California","GBIF55","specimen","1950s"
"5026","http://vertnet.org/resources/norms.html","California","Lassen",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"14698","Mammalia",359,"RAVENDALE; HORN RANCH, California, Lassen, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"8631295a-f762-11e1-a439-00145eb45e9a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1676.4,0,NA,"NATIVE",NA,NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",177129014,"Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"RODE | Erethizontidae | Erethizon","NA | USA | CA | LASSEN CO. |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UCLA:Mammals:14698",NA,NA,"epixanthus","UCLA","urn:lsid:biocol.org:col:34960",NA,NA,"US",177129014,"Animalia",1,"en","2015-03-03T03:59:51.930+0000","2016-04-17T09:42:31.040+0000","2015-02-26T18:30:26.286+0000",40.8,NA,NA,NA,NA,NA,NA,"ADULT","RAVENDALE; HORN RANCH",NA,NA,NA,-120.36667,NA,NA,"2015-02-05T23:00:00.000+0000",NA,NA,"ICZN","urn:catalog:UCLA:Mammals:14698","SKULL ONLY.  PICK UP.  1920-1928","present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","c0dc3c80-23f9-11dc-98d1-b8a03c50a862","SHELDON, H. H.","5775","http://portal.vertnet.org/o/ucla/mammals?id=14698",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,NA,"GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,"5500f","00 XXX 0000","NA | USA | CA | LASSEN CO. | RAVENDALE; HORN RANCH",NA,NA,NA,NA,1920,"2016-06-16","California","GBIF56","specimen","1920s"
"5055","http://www.vertnet.org/resources/norms.html","California","Modoc County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"184029","Mammalia",359,"6 mi W Alturas, California, Modoc County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,3606.54,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",NA,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1939-01-01/1939-12-31","Erethizontidae",5498,NA,NA,NA,NA,"United States",1145758754,"Erethizon","Erethizon",2437593,"WGS84",NA,"Nitin Bhasin","2002-07-24 00:00:00.0","MaNIS georeferencing guidelines",NA,"Terrain Navigator 3.02 USGS 1:24000","unverified",NA,"Animalia Chordata Mammalia Rodentia Erethizontidae","North America, United States, California, Modoc County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:184029?seid=274470",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145758754,"Animalia",1,"en","2016-05-26T02:11:02.807+0000","2016-05-26T02:12:54.048+0000","2016-05-26T02:11:03.713+0000",41.4865979496296,NA,NA,NA,NA,NA,NA,NA,"6 mi W Alturas","Nitin Bhasin",NA,NA,-120.650458534452,NA,NA,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:184029?seid=274470","COLLECTED IN FALL",NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:184029",NA,NA,NA,"Chordata",44,"skull; skeleton","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Reuben A. Stirton",NA,"http://arctos.database.museum/guid/MVZ:Mamm:184029",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,NA,"GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"1939","6 mi W Alturas",NA,NA,NA,NA,1939,"2016-06-16","California","GBIF57","specimen","1930s"
"5106","http://www.vertnet.org/resources/norms.html","California","Butte County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"44137","Mammalia",359,"region of Strawberry Valley, California, Butte County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,563.27,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",NA,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1929-07-01/1929-07-31","Erethizontidae",5498,NA,NA,NA,NA,"United States",1145835307,"Erethizon","Erethizon",2437593,"WGS84",NA,"John Wieczorek","2001-05-01 00:00:00.0","not recorded",NA,"CAS georef tool using USGS topo quads","unverified",NA,"Animalia Chordata Mammalia Rodentia Erethizontidae","North America, United States, California, Butte County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:44137?seid=1496871",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145835307,"Animalia",1,"en","2016-05-26T02:11:53.294+0000","2016-05-26T02:14:30.926+0000","2016-05-26T02:11:54.829+0000",39.5623158962083,NA,NA,NA,NA,NA,NA,NA,"region of Strawberry Valley","John Wieczorek",NA,NA,-121.106771652997,NA,NA,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:44137?seid=1496871","PICKUP;EARLY JUL 1929",NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:44137",NA,NA,NA,"Chordata",44,"skull","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Rae L. Belden",NA,"http://arctos.database.museum/guid/MVZ:Mamm:44137",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,NA,"GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"July 1929","region Strawberry Valley",NA,NA,NA,NA,1929,"2016-06-16","California","GBIF58","specimen","1920s"
