"","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","member","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimSRS","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","name","id","type_new","decade"
"2579","http://www.vertnet.org/resources/norms.html","California","Siskiyou County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"69590","Mammalia",359,"Beaver Creek, 2 mi N Klamath River, California, Siskiyou County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,149.35,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",11,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,640.08,0,192,NA,"1935-07-10T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",1145863564,"Erethizon","Erethizon",2437593,"WGS84",NA,"Catherine E. Dana","2002-10-07 00:00:00.0","MaNIS georeferencing guidelines",NA,"Terrain Navigator 3.02 USGS 1:24000","unverified",NA,"Animalia Chordata Mammalia Rodentia Erethizontidae","North America, United States, California, Siskiyou County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:69590?seid=1112462",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145863564,"Animalia",1,"en","2016-05-26T02:12:09.648+0000","2016-05-26T02:15:04.054+0000","2016-05-26T02:12:09.962+0000",41.8943831336604,NA,NA,NA,NA,NA,NA,NA,"Beaver Creek, 2 mi N Klamath River","Catherine E. Dana",NA,NA,-122.822576845269,NA,NA,NA,7,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:69590?seid=1112462",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:69590","collector number=7183",NA,NA,"Chordata",44,"skull","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): David H. Johnson, R. E. Tutt","7183","http://arctos.database.museum/guid/MVZ:Mamm:69590",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,"FEMALE","GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"11 Jul 1935","Beaver Cr, 2 mi N Klamath River",NA,NA,NA,NA,1935,"2016-06-16","California","GBIF27","specimen","1930s"
"2602","http://www.vertnet.org/resources/norms.html","California","Siskiyou County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"68983","Mammalia",359,"Indian Well, Modoc Lava Bed National Monument, California, Siskiyou County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,36.58,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",7,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,1453.9,0,280,NA,"1935-10-06T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",1145862937,"Erethizon","Erethizon",2437593,"WGS84",NA,"Catherine E. Dana","2002-10-07 00:00:00.0","MaNIS georeferencing guidelines",NA,"Terrain Navigator 3.02 USGS 1:24000","unverified",NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;","North America, United States, California, Siskiyou County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:68983?seid=160465",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145862937,"Animalia",1,"en","2016-05-26T02:12:09.383+0000","2016-05-26T02:15:03.456+0000","2016-05-26T02:12:09.655+0000",41.7133673120059,NA,NA,NA,NA,NA,NA,NA,"Indian Well, Modoc Lava Bed National Monument","Catherine E. Dana",NA,NA,-121.506622621524,NA,NA,NA,10,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:68983?seid=160465","PICKUP",NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:68983","collector number=3043",NA,NA,"Chordata",44,"skull","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Annie M. Alexander","3043","http://arctos.database.museum/guid/MVZ:Mamm:68983",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,NA,"GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"7 Oct 1935","Indian Well, Modoc Lava Bed Nat'l Monument",NA,NA,NA,NA,1935,"2016-06-16","California","GBIF28","specimen","1930s"
"2661","http://www.vertnet.org/resources/norms.html","California","Trinity County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"51987","Mammalia",359,"Government Trail, 1 mi S Black Rock Ranger Station, California, Trinity County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,2397.92,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",14,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,1676.4,0,105,NA,"1932-04-13T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",1145844013,"Erethizon","Erethizon",2437593,"WGS84",NA,"Kristina Yamamoto","2002-08-25 00:00:00.0","MaNIS georeferencing guidelines",NA,"Terrain Navigator 5.03 USGS 1:24000","unverified",NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;","North America, United States, California, Trinity County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:51987?seid=600027",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145844013,"Animalia",1,"en","2016-05-26T02:11:58.650+0000","2016-05-26T02:14:41.438+0000","2016-05-26T02:11:59.941+0000",40.1899784697433,NA,NA,NA,NA,NA,NA,NA,"Government Trail, 1 mi S Black Rock Ranger Station","Kristina Yamamoto",NA,NA,-123.009284967149,NA,NA,NA,4,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:51987?seid=600027",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:51987","collector number=15; second collector number=1780",NA,NA,"Chordata",44,"skull; study skin","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Dawson A. Feathers, Seth B. Benson","15","http://arctos.database.museum/guid/MVZ:Mamm:51987",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,"FEMALE","GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"14 Apr 1932","Govt Trail, 1 mi S Black Rock Ranger Station",NA,NA,NA,NA,1932,"2016-06-16","California","GBIF29","specimen","1930s"
"2665","http://www.vertnet.org/resources/norms.html","California","Trinity County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"57082","Mammalia",359,"the Racetrack, South Fork Mt., California, Trinity County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,445.79,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",21,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,1676.4,0,173,NA,"1932-06-20T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",1145849705,"Erethizon","Erethizon",2437593,"WGS84",NA,"Kristina Yamamoto","2002-08-25 00:00:00.0","MaNIS georeferencing guidelines",NA,"Terrain Navigator 5.03 USGS 1:24000","unverified",NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;","North America, United States, California, Trinity County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:57082?seid=1551242",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145849705,"Animalia",1,"en","2016-05-26T02:12:02.034+0000","2016-05-26T02:14:48.617+0000","2016-05-26T02:12:02.906+0000",40.4806393123771,NA,NA,NA,NA,NA,NA,NA,"the Racetrack, South Fork Mt.","Kristina Yamamoto",NA,NA,-123.481730224103,NA,NA,NA,6,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:57082?seid=1551242",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:57082","collector number=239",NA,NA,"Chordata",44,"skull; study skin","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): H. C. Watson","239","http://arctos.database.museum/guid/MVZ:Mamm:57082",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,"FEMALE","GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"21 Jun 1932","the Racetrack, South Fork Mt.",NA,NA,NA,NA,1932,"2016-06-16","California","GBIF30","specimen","1930s"
"2681","http://www.vertnet.org/resources/norms.html","California","Siskiyou County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"65503","Mammalia",359,"Weed, California, Siskiyou County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,2668.29,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",15,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,NA,NA,350,NA,"1932-12-14T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",1145859046,"Erethizon","Erethizon",2437593,"WGS84",NA,"Catherine E. Dana","2002-10-07 00:00:00.0","MaNIS georeferencing guidelines",NA,"Terrain Navigator 3.02 USGS 1:24000","unverified",NA,"Animalia Chordata Mammalia Rodentia Erethizontidae","North America, United States, California, Siskiyou County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:65503?seid=1528934",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145859046,"Animalia",1,"en","2016-05-26T02:12:07.223+0000","2016-05-26T02:14:58.963+0000","2016-05-26T02:12:07.452+0000",41.4219939332453,NA,NA,NA,NA,NA,NA,NA,"Weed","Catherine E. Dana",NA,NA,-122.381528956767,NA,NA,NA,12,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:65503?seid=1528934",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:65503","collector number=37",NA,NA,"Chordata",44,"skull","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): David H. Johnson","37","http://arctos.database.museum/guid/MVZ:Mamm:65503",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,NA,"GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"15 Dec 1932","Weed",NA,NA,NA,NA,1932,"2016-06-16","California","GBIF31","specimen","1930s"
"2724","http://vertnet.org/resources/norms.html","California","Modoc",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"001682","Mammalia",359,"Warner Mts, California, Modoc, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34897","NORTH_AMERICA",NA,44487,"United States",NA,NA,NA,"7a25f7aa-03fb-4322-aaeb-66719e1a9527",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,"NATIVE","1930-06-19T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",1065373763,"Erethizon","Erethizon",2437593,"WGS84",NA,"Nitin Bhasin (MVZ)",NA,"VertNet Georeferencing Guidelines",NA,"Terrain Navigator 3.02 USGS 1:24,000","requires verification",NA,"Rodentia | Erethizontidae | Erethizon","| United States | California | Modoc Co |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"6fe03769-abb8-480f-9971-54982553d513",NA,NA,"epixanthus","LACM","urn:lsid:biocol.org:col:34802",NA,NA,"US",1065373763,"Animalia",1,"en","2015-04-17T15:59:45.251+0000","2016-04-17T09:42:30.362+0000","2015-04-17T15:59:45.265+0000",41.5928199552478,NA,NA,NA,NA,NA,NA,NA,"Warner Mts",NA,NA,NA,-120.23230998678,NA,NA,"2015-04-16T22:00:00.000+0000",6,NA,"ICZN","6fe03769-abb8-480f-9971-54982553d513",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"skin in alcohol | body skeleton",NA,"DWC_ARCHIVE","US","493fe050-055d-11d8-b84f-b8a03c50a862","Willett, G",NA,"http://portal.vertnet.org/o/lacm/mammals?id=001682",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Erethizon dorsata subsp. epixanthus Brandt 1835",NA,"FEMALE","GBIF","Erethizon dorsatus",6066824,"dorsata",171,NA,4264803,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"20 JUN 1930","United States | California | Modoc Co | Warner Mts",NA,NA,NA,NA,1930,"2016-06-16","California","GBIF32","specimen","1930s"
"2725","http://vertnet.org/resources/norms.html","California","Modoc",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"030596","Mammalia",359,"Warner Mts, California, Modoc, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34897","NORTH_AMERICA",NA,44487,"United States",NA,NA,NA,"7a25f7aa-03fb-4322-aaeb-66719e1a9527",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,"NATIVE","1930-06-19T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",1065385372,"Erethizon","Erethizon",2437593,"WGS84",NA,"Nitin Bhasin (MVZ)",NA,"VertNet Georeferencing Guidelines",NA,"Terrain Navigator 3.02 USGS 1:24,000","requires verification",NA,"Rodentia | Erethizontidae | Erethizon","| United States | California | Modoc Co |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"8ebe2ef7-46f3-44fa-8628-af7f8d68261f",NA,NA,"epixanthus","LACM","urn:lsid:biocol.org:col:34802",NA,NA,"US",1065385372,"Animalia",1,"en","2015-04-17T16:00:04.912+0000","2016-04-17T09:42:30.393+0000","2015-04-17T16:00:04.927+0000",41.5928199552478,NA,NA,NA,NA,NA,NA,NA,"Warner Mts",NA,NA,NA,-120.23230998678,NA,NA,"2015-04-16T22:00:00.000+0000",6,NA,"ICZN","8ebe2ef7-46f3-44fa-8628-af7f8d68261f",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"partial skeleton",NA,"DWC_ARCHIVE","US","493fe050-055d-11d8-b84f-b8a03c50a862","Willett, G",NA,"http://portal.vertnet.org/o/lacm/mammals?id=030596",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Erethizon dorsata subsp. epixanthus Brandt 1835",NA,"FEMALE","GBIF","Erethizon dorsatus",6066824,"dorsata",171,NA,4264803,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"20 JUN 1930","United States | California | Modoc Co | Warner Mts",NA,NA,NA,NA,1930,"2016-06-16","California","GBIF33","specimen","1930s"
"2726","http://vertnet.org/resources/norms.html","California","Modoc",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"001683","Mammalia",359,"Warner Mts, California, Modoc, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34897","NORTH_AMERICA",NA,44487,"United States",NA,NA,NA,"7a25f7aa-03fb-4322-aaeb-66719e1a9527",NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,"NATIVE","1930-06-20T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",1065401854,"Erethizon","Erethizon",2437593,"WGS84",NA,"Nitin Bhasin (MVZ)",NA,"VertNet Georeferencing Guidelines",NA,"Terrain Navigator 3.02 USGS 1:24,000","requires verification",NA,"Rodentia | Erethizontidae | Erethizon","| United States | California | Modoc Co |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"ba838b1c-722e-41c6-8620-5b4fc3f04349",NA,NA,"epixanthus","LACM","urn:lsid:biocol.org:col:34802",NA,NA,"US",1065401854,"Animalia",1,"en","2015-04-17T16:00:56.211+0000","2016-04-17T09:42:30.423+0000","2015-04-17T16:00:56.226+0000",41.5928199552478,NA,NA,NA,NA,NA,NA,NA,"Warner Mts",NA,NA,NA,-120.23230998678,NA,NA,"2015-04-16T22:00:00.000+0000",6,NA,"ICZN","ba838b1c-722e-41c6-8620-5b4fc3f04349",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"skin | skull",NA,"DWC_ARCHIVE","US","493fe050-055d-11d8-b84f-b8a03c50a862","Willett, G",NA,"http://portal.vertnet.org/o/lacm/mammals?id=001683",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Erethizon dorsata subsp. epixanthus Brandt 1835",NA,"FEMALE","GBIF","Erethizon dorsatus",6066824,"dorsata",172,NA,4264803,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"21 JUN 1930","United States | California | Modoc Co | Warner Mts",NA,NA,NA,NA,1930,"2016-06-16","California","GBIF34","specimen","1930s"
"2800","http://www.vertnet.org/resources/norms.html","California","Plumas County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"43252","Mammalia",359,"5 mi below Kelly's, California, Plumas County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,804.67,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",19,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,NA,NA,262,NA,"1929-09-18T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",1145834269,"Erethizon","Erethizon",2437593,"WGS84",NA,"Matt Krebs","2001-06-06 00:00:00.0","not recorded",NA,"Terrain Navigator 3.02 USGS 1:24000","unverified",NA,"Animalia Chordata Mammalia Rodentia Erethizontidae","North America, United States, California, Plumas County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:43252?seid=173311",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145834269,"Animalia",1,"en","2016-05-26T02:11:52.697+0000","2016-05-26T02:14:29.808+0000","2016-05-26T02:11:54.333+0000",40.3743998715542,NA,NA,NA,NA,NA,NA,NA,"5 mi below Kelly's","Matt Krebs",NA,NA,-121.309817914307,NA,NA,NA,9,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:43252?seid=173311","ADD COLL A.E BORELL;W BURT",NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:43252",NA,NA,NA,"Chordata",44,"skull; study skin; skeleton","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Ralph E. Ellis Jr., et al.",NA,"http://arctos.database.museum/guid/MVZ:Mamm:43252",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,NA,"GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"19 Sep 1929","5 mi below Kelly's",NA,NA,NA,NA,1929,"2016-06-16","California","GBIF35","specimen","1920s"
"2823","http://www.vertnet.org/resources/norms.html","California","Lassen County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"39871","Mammalia",359,"Pete's Valley, California, Lassen County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,832.03,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",12,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,1371.6,0,194,NA,"1928-07-11T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",1145830534,"Erethizon","Erethizon",2437593,"WGS84",NA,"Patrick K. Tam","2006-10-03 00:00:00.0","MaNIS georeferencing guidelines",NA,"Topozone,PETES VALLEY,1989,USGS 1:24,000","unverified",NA,"Animalia Chordata Mammalia Rodentia Erethizontidae","North America, United States, California, Lassen County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:39871?seid=307943",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145830534,"Animalia",1,"en","2016-05-26T02:11:50.309+0000","2016-05-26T02:14:25.111+0000","2016-05-26T02:11:52.007+0000",40.5433,NA,NA,NA,NA,NA,NA,NA,"Pete's Valley","Patrick K. Tam",NA,NA,-120.4632,NA,NA,NA,7,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:39871?seid=307943","PICK-UP",NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:39871","collector number=2800",NA,NA,"Chordata",44,"skull","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Jean M. Linsdale","2800","http://arctos.database.museum/guid/MVZ:Mamm:39871",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,NA,"GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"12 Jul 1928","Pete's Valley",NA,NA,NA,NA,1928,"2016-06-16","California","GBIF36","specimen","1920s"
